participant,list_number,slider.response,slider.rt,key_resp.rt,cond,item_type,item_no,correct_response,AC_correct,AC_no_correct,AC_outcome,session,literacy,ageResp.text,genderResp1.response,edu_slider.response,total_duration,comments
1,list1.csv,0.15608465608465605,35.2961000000239,0.4326999999880172,full,﻿E,27,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.0992063492063493,2.770199999988108,0.8475999999642454,full,﻿E,13,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.10582010582010581,4.58609999996429,2.8344999999999345,full,﻿E,5,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.5,18.340199999988045,28.309000000000083,full,﻿AC,43,0.5,TRUE,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.16534391534391513,16.546699999988164,2.048199999988128,trunc,﻿E,6,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.5,4.053999999999974,0.4829999999999473,trunc,﻿AC,44,0.5,TRUE,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.12301587301587302,4.640300000011962,1.8917999999522408,full,﻿E,19,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,1,6.317600000023845,1.5120000000000573,trunc,﻿AC,46,1,TRUE,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.01719576719576721,8.475500000000011,0.7483000000119091,trunc,﻿E,2,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.062169312169312096,16.180100000023913,1.2970000000000257,full,﻿E,15,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.062169312169312096,2.7463000000119564,3.656100000023912,full,﻿E,21,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0,3.667400000035741,1.509699999988129,trunc,﻿AC,42,0,TRUE,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0,1.89650000000006,0.7235000000000582,full,﻿AC,41,0,TRUE,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.8002645502645502,20.15390000003572,1.2672999999523429,trunc,﻿F,34,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.3756613756613758,9.527800000011894,1.5062999999523754,full,﻿E,29,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.7301587301587302,17.79059999996423,2.4494999999999436,full,﻿F,37,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,1,5.893000000000029,0.9443000000118218,full,﻿AC,45,1,TRUE,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.1521164021164021,11.702999999999976,1.1902000000477528,trunc,﻿E,18,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.09126984126984139,9.818800000011947,3.791800000011904,full,﻿E,1,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.1164021164021165,17.160300000011944,9.394100000023856,trunc,﻿F,38,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.022486772486772555,5.829800000011915,1.2455000000001064,trunc,﻿E,16,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.041005291005290934,3.251500000000078,0.4307000000477501,full,﻿E,7,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.7936507936507935,11.86709999996424,0.6016000000238364,full,﻿F,39,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.3862433862433865,12.297399999976165,0.4669000000357073,trunc,﻿E,22,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.11243386243386233,8.924999999999955,0.37290000003577006,trunc,﻿E,4,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.4563492063492065,14.191499999999904,0.9428999999761344,trunc,﻿E,26,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.17460317460317465,11.074500000000056,8.041900000035753,trunc,﻿E,8,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.19708994708994698,11.415899999976205,2.870099999964282,full,﻿E,25,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
1,list1.csv,0.08994708994709,7.199600000023793,1.019899999976133,full,﻿E,3,NA,NA,6,PASS,62f4ea419b75a2ce7251ffb4,18,23,Man,High school diploma/A-levels,963.604399999976,"looking at the graph meaning, then looking to the question and finaly looking at the amount of people questioned"
2,list1.csv,0.45039682539682535,17.739000000000004,2.0509999999999877,trunc,﻿E,22,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.7976190476190477,7.278999999999996,3.453000000000003,full,﻿F,39,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.2387566137566135,7.187000000000012,1.617999999999995,trunc,﻿E,30,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.2867063492063493,12.135999999999996,0.9170000000000016,full,﻿E,3,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.3511904761904765,10.521000000000017,2.955999999999989,full,﻿E,31,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.20734126984126977,6.899000000000001,0.6999999999999886,full,﻿E,9,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.30489417989418,6.701000000000022,2.1990000000000123,full,﻿E,29,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.3363095238095235,8.923999999999978,1.2830000000000157,trunc,﻿E,26,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.18584656084656093,3.929000000000002,0.6159999999999854,trunc,﻿E,8,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.800925925925926,5.209000000000003,0.34199999999998454,full,﻿F,33,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.2123015873015872,4.871000000000009,0.33099999999998886,full,﻿E,17,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.12632275132275117,4.28400000000002,1.9710000000000036,full,﻿E,11,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.22552910052910047,4.406000000000006,0.938999999999993,full,﻿E,25,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.7843915343915344,12.170000000000016,0.3640000000000043,trunc,﻿F,38,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.17592592592592582,4.281000000000006,0.6490000000000009,trunc,﻿E,6,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.7612433862433865,6.382999999999981,0.4049999999999727,full,﻿F,35,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,1,9.77800000000002,2.090000000000032,full,﻿AC,45,1,TRUE,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.7562830687830688,6.112000000000023,0.5020000000000095,trunc,﻿F,36,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.31812169312169303,4.72199999999998,1.0889999999999986,trunc,﻿E,28,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.23544973544973535,3.435999999999978,0.6100000000000136,full,﻿E,7,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.18419312169312163,4.8729999999999905,0.5430000000000064,trunc,﻿E,16,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0,3.532000000000039,3.3220000000000027,full,﻿AC,41,0,TRUE,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.3082010582010579,6.466000000000008,0.30299999999999727,full,﻿E,21,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.7397486772486772,6.036999999999978,2.0680000000000405,trunc,﻿F,34,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.3131613756613756,9.379999999999995,0.3210000000000264,full,﻿E,23,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.2321428571428572,3.635000000000048,0.9039999999999964,trunc,﻿E,24,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.09986772486772488,5.706000000000017,0.7019999999999982,full,﻿E,13,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.17096560846560838,4.312999999999988,0.6200000000000045,trunc,﻿E,10,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.18419312169312163,4.8729999999999905,2.021000000000015,trunc,﻿E,12,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.24371693121693117,17.420999999999992,0.2880000000000109,full,﻿E,27,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.1164021164021165,4.067999999999984,0.2960000000000491,full,﻿E,1,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.1164021164021165,3.901999999999987,0.5570000000000164,trunc,﻿E,14,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,1,3.70799999999997,0.7670000000000528,trunc,﻿AC,46,1,TRUE,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.09656084656084629,7.302999999999997,2.238999999999976,trunc,﻿E,4,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.38921957671957674,5.999000000000024,2.713999999999998,trunc,﻿E,18,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.5,4.3770000000000095,0.88900000000001,trunc,﻿AC,44,0.5,TRUE,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.5,4.322000000000003,0.7309999999999945,full,﻿AC,43,0.5,TRUE,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.938161375661376,5.822000000000003,0.6549999999999727,trunc,﻿F,40,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.1362433862433865,4.725999999999999,0.7719999999999914,full,﻿E,15,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.3908730158730158,5.460999999999956,1.016999999999996,trunc,﻿E,20,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.7380952380952379,4.088000000000022,0.6899999999999977,full,﻿F,37,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.1610449735449735,3.941000000000031,0.34000000000003183,trunc,﻿E,2,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0,2.7520000000000095,0.688000000000045,trunc,﻿AC,42,0,TRUE,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.38756613756613767,5.9950000000000045,0.9530000000000314,trunc,﻿E,32,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.2602513227513228,6.857999999999947,0.4460000000000264,full,﻿E,19,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
2,list1.csv,0.20238095238095233,4.187999999999988,0.6539999999999964,full,﻿E,5,NA,NA,6,PASS,62f4f80f9f3d2a6f5609d82f,23,31,Woman,Doctorate degree (PhD/other),451.078,Paying attention to Y axis and comparing values to actual sample size.
3,list1.csv,0.5105820509491774,12.96569999999994,6.56269999999995,full,﻿E,25,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.2632274930439298,6.881500000000017,1.2815999999998553,full,﻿E,7,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.24338622320266,8.764999999999986,0.8651999999999305,full,﻿E,1,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.3902117007623904,9.538699999999949,0.7737999999998237,trunc,﻿E,18,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.23544973544973535,6.927500000000009,0.867300000000057,trunc,﻿E,4,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.14947089947089953,10.84719999999993,0.8073000000000548,trunc,﻿E,2,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.28174603174603163,8.285399999999896,1.4069999999999825,trunc,﻿E,28,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.8346561250232516,7.786099999999834,3.429200000000179,full,﻿F,37,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,1,13.325899999999931,4.635700000000185,trunc,﻿AC,46,1,TRUE,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
3,list1.csv,0.1547619249454879,7.287100000000095,0.5283999999998912,trunc,﻿E,10,NA,NA,6,PASS,62f4f81e20195aeae773bb18,23,22,Non-binary,Undergraduate degree (BA/BSc/other),526.3929,"I tried to put a lot of attention on the data written on the sides of the bar charts, since it varied a lot in between questions. I think it would be a good idea to put some kind of highlight on important data on the questions, as it would make them easier to read."
